433,2021-07-27,HIKA,2.94,0,30,2.94
434,2021-07-27,HNVK,18.4,0,30,18.232
435,2021-07-27,HRZ,2.66,0,30,2.66
436,2021-07-27,HSI,2.6,0,30,2.6
437,2021-07-27,HSOF,3.6,0,30,3.6
438,2021-07-27,HVAR,40,53,30,40
439,2021-07-27,IDH,2.36,0,30,2.36
440,2021-07-27,IHB,1.42,29675,30,1.4249
441,2021-07-27,KBG,8.2,1400,30,8.2
442,2021-07-27,LAV,3.8,0,30,3.8
443,2021-07-27,MONB,6,370,30,6
444,2021-07-27,MSH,7.6,100,30,7.605
445,2021-07-27,NEOH,25.4,1041,30,25.293
446,2021-07-27,ODES,105,40,30,107.15
447,2021-07-27,PET,0.23,0,30,0.23
448,2021-07-27,SFA,3.52,13227,30,3.4867
449,2021-07-27,SFT,5.1,6122,30,5.1
450,2021-07-27,SGH,0.498,1300,30,0.498
451,2021-07-27,SKEH,22.4,0,30,22.4
452,2021-07-27,SNRG,0.645,1619,30,0.645
453,2021-07-27,SPH,7.3,45,30,7.3
454,2021-07-27,T57,3.48,1470,30,3.5075
455,2021-07-27,TBS,13.5,200,30,13.5
456,2021-07-27,TOPL,2.1,396,30,2.1
457,2021-07-27,TXIM,3,0,30,3
458,2021-07-27,YGAG,5,0,30,5.0847
459,2021-07-27,ZHBG,0.136,15600,30,0.1364
460,2021-07-27,ZLP,2.46,0,30,2.4258
461,2021-07-28,A4L,18.1,1136,30,18.0935
462,2021-07-28,ALB,34.4,183,30,34.4
463,2021-07-28,ALCM,9.5,330,30,9.5
464,2021-07-28,ATER,2.59,20900,30,2.5502
465,2021-07-28,BREF,2.28,5324,30,2.2595
466,2021-07-28,CCB,1,5495,30,1
467,2021-07-28,CHIM,0.854,2052,30,0.8502
468,2021-07-28,DUH,6.7,1566,30,6.6937
469,2021-07-28,EAC,1.08,5537,30,1.0702
470,2021-07-28,ELHM,0.77,0,30,0.7974
471,2021-07-28,EMKA,3.66,340,30,3.6129
472,2021-07-28,EUBG,2.6,8307,30,2.5822
473,2021-07-28,FIB,1.71,360,30,1.71
474,2021-07-28,FZLS,18,1475,30,18
475,2021-07-28,GAMZ,3.8,10,30,3.8
476,2021-07-28,GR6,1.47,8346,30,1.47
477,2021-07-28,HCEN,33,0,30,33
478,2021-07-28,HES,5.8,2206,30,5.8039
